,R_sub,I_sub,t_sub,R_subpop,I_subpop,t_subpop,R_glob,I_glob,t_glob
0,0.8446064919486955,0.0995076295620643,7.816841775600305,0.8497293806589915,0.10560848986253563,7.636442073079241,0.8474050484107905,0.10249636142528397,7.626439941926614
1,0.8442554313882165,0.09910928163936808,7.860369979833078,0.8496939514496282,0.10560774032159805,7.666473451566044,0.847213798252487,0.10232372734077401,7.655937288646437
2,0.8439573230217018,0.09873019567899548,7.903412410842875,0.8496602541306078,0.10560897486622939,7.696438826936886,0.8470289015268653,0.10216263183151082,7.685405565972763
3,0.843635980228846,0.09835491704273643,7.946120138319328,0.8496282251067908,0.10561208591614318,7.72633766880933,0.8468502463402161,0.10201316617517278,7.71484341862303
4,0.8433623361359532,0.09802850073230707,7.990003726833263,0.849597802629444,0.10561782621778282,7.756169461264256,0.8466777195345134,0.10187612256371043,7.744249513264195
5,0.8431074203741544,0.09765716438747153,8.032525732778725,0.8495689267668339,0.10562674728883441,7.7859337024157655,0.8465112068331404,0.10174909502484482,7.773622538504515
6,0.8428383737623947,0.09736115199518443,8.075688703510421,0.849541539373626,0.10563735017407544,7.815629903981756,0.84635059298679,0.10163167959850301,7.8029612049118455
7,0.8426674672287587,0.09697025619309024,8.11825851187602,0.8495155840592732,0.10564953737531181,7.845257590855972,0.8461957619190998,0.10152348379562864,7.8322642450556454
8,0.8423951817323926,0.09669790644670608,8.16068752538913,0.8494910061555081,0.10566321413156633,7.874816300682668,0.8460465968715429,0.10142412634883499,7.861530413569612
9,0.8422528456011045,0.09641082065213329,8.202089601969252,0.8494677526830915,0.1056782882890453,7.9043055834344615,0.8459029805471547,0.10133323696587417,7.8907584872323016
10,0.8420111981440574,0.09616649490892325,8.24269924026366,0.8494457723179278,0.10569467017677815,7.933725000995085,0.8457647952526384,0.1012504560860249,7.9199472650626666
11,0.8418294072433539,0.09590495993718039,8.285044102525259,0.8494250153566608,0.10571227248779466,7.963074126747366,0.8456319230384374,0.10117543463948304,7.9490955684280244
12,0.8416615904434768,0.09558562138509281,8.325306251105683,0.8494054336818704,0.10573101016571225,7.992352545167933,0.8455042458363677,0.10110783380982212,7.978202241161582
13,0.8415331211306708,0.09534226904684728,8.367443000735213,0.8493869807269662,0.10575080029660082,8.021559851429434,0.8453816455944119,0.10104732479957805,8.007266149687311
14,0.8413484343650119,0.09508624337165797,8.406836711826537,0.8493696114408631,0.1057717091689401,8.050695651011402,0.8452640044083213,0.10099358859899879,8.036286183149452
15,0.841182120331503,0.09486974247573726,8.446187449712072,0.8493532822525423,0.1057967948476028,8.079759559320626,0.8451512046496877,0.10094631575799312,8.065261253544573
16,0.8411056350477887,0.09467972500126946,8.48683632918141,0.849337951035563,0.10582278801203142,8.108751201322175,0.8450431290901529,0.10090520616129901,8.094190295854103
17,0.8409908957722367,0.0944276462794671,8.525927637529769,0.8493235770726205,0.10584961148446603,8.13767021118182,0.8449396610214913,0.10086996880689454,8.123072268175127
18,0.8407998208129323,0.09415292345545752,8.564220367946948,0.8493101210201941,0.10587718977560774,8.166516231921008,0.8448406843712983,0.10084032158766099,8.151906151847855
19,0.8407586399088339,0.09401478312451057,8.604601604262857,0.8492975448733663,0.10590544900341178,8.195288915085124,0.8447460838140525,0.10081599107631074,8.18069095157788
20,0.8406503747976872,0.09386422469834634,8.644656553391984,0.8492858119308708,0.1059343168162653,8.223987920425866,0.8446557448773677,0.10079671231358668,8.209425695551666
21,0.840588151192549,0.09369558777478199,8.681671886136916,0.8492748867604079,0.10596372232042989,8.252612915598744,0.8445695540432574,0.10078222859974145,8.238109435544049
22,0.840531995903256,0.09336138133527151,8.719382485824474,0.849264735164295,0.10599457025195576,8.281163575876223,0.8444873988442905,0.10077229128930171,8.266741247015894
23,0.8403748975285437,0.09323694178583469,8.756378070689038,0.8492553241454869,0.10602904301674304,8.309639583877308,0.8444091679545046,0.10076665958912442,8.295320229201584
24,0.8403594862795987,0.09301729845996426,8.795218055427318,0.8492466218739934,0.10606392975408553,8.338040629314433,0.8443347512750358,0.10076510035975333,8.323845505184469
25,0.8403179595411547,0.09296402162107366,8.833721177027481,0.849238597653751,0.10609916300751504,8.366366408757973,0.8442640400143842,0.10076738792008284,8.35231622195972
26,0.8402850667471676,0.09288029819439769,8.871969067501848,0.8492312218899697,0.106134676471499,8.39461662541905,0.8441969267633154,0.10077330385534042,8.380731550483828
27,0.8402499428899636,0.09269074135945582,8.907722591220296,0.8492244660569777,0.1061704049401583,8.422790988951158,0.8441333055643807,0.10078263682839801,8.40909068570984
28,0.8401823967576274,0.09249093964984739,8.942533031579979,0.8492183026666024,0.10620628425953167,8.450889215271005,0.8440730719761048,0.10079635536515953,8.437392846607779
29,0.8400880302123043,0.09229828164665951,8.979030638627657,0.8492127052370857,0.10624510887069417,8.478911026399022,0.8440161231318668,0.10081411213455765,8.46563727616978
30,0.8401417730884868,0.09217919984800577,9.015756493957806,0.8492076482625885,0.10628592815871157,8.506856150319594,0.8439623577935689,0.10083482077808105,8.493823241399406
31,0.8400843752340826,0.09209605949159594,9.053201585858023,0.849203107183255,0.10632678417109642,8.534724320861562,0.8439116764001502,0.10085829257583356,8.521950033284993
32,0.8401120700816345,0.09204759760487088,9.090306810191857,0.8491990583558948,0.10636761479670957,8.562515277598981,0.8438639811110908,0.10088434500603075,8.550016966756386
33,0.840058907122099,0.09188934612419748,9.124046757289216,0.8491954790252524,0.1064083587690802,8.59022876577222,0.84381917584499,0.10091280157722934,8.578023380625321
34,0.8400204882877803,0.09178759933232378,9.159130924674505,0.849192347295911,0.10644895563630306,8.617864536229588,0.8437771663133726,0.10094349166400413,8.605968637509058
35,0.840005784548453,0.09166530214569495,9.194727737777312,0.8491896421048004,0.10649298743281929,8.64542234538922,0.8437378600498621,0.10097625034608748,8.633852123737325
36,0.8400416253113978,0.09146983466772513,9.22756410142114,0.8491873431943512,0.1065384577403878,8.672901955221388,0.8437011664348939,0.10101091825099064,8.661673249242408
37,0.8400830531866733,0.09144978325449665,9.263474936269693,0.8491854310862557,0.1065836702026407,8.700303133250841,0.8436669967161071,0.10104734140011941,8.689431447432789
38,0.8400776181197295,0.09134007369679924,9.29819727407389,0.8491838870558759,0.10662856555517748,8.727625652579093,0.8436352640245977,0.10108804246180282,8.71712617505024
39,0.8400453140286213,0.09134641438056197,9.331197208645419,0.8491826931072832,0.10667308521074813,8.75486929192611,0.843605883387235,0.10113096468036199,8.744756912010363
40,0.8400488849449048,0.09113144244450687,9.364491934417494,0.8491818319489086,0.10671881443948535,8.782033835691582,0.8435787717351676,0.10117530562037848,8.772323161227598
41,0.8400978815791365,0.09112805955632848,9.399576178351944,0.8491812869698416,0.10676818766737704,8.809119074034555,0.8435538479087743,0.10122092771291227,8.799824448423779
42,0.8400593326219448,0.09103407555921324,9.433115670328062,0.8491810422167344,0.106817074634376,8.836124802971584,0.843531032659175,0.10126769808170698,8.827260321921843
43,0.8401051563556002,0.09094020820110787,9.463913058241063,0.849181082371333,0.10686541740832974,8.863050824492712,0.843510248646548,0.10131548841127623,8.85463035242402
44,0.8401142645110703,0.09084615882962747,9.498952701816368,0.8491813927286153,0.10691315864751973,8.889896946694288,0.8434914204353947,0.10136417481853796,8.881934132775786
45,0.8401691237490179,0.09085228310099022,9.530484282095033,0.849181959175527,0.10696189624292596,8.916662983928665,0.8434744744869738,0.10141645409396906,8.909171277715247
46,0.8401456422419786,0.0908689355315265,9.562161617483772,0.8491827681703374,0.10701446123308672,8.943348756969224,0.8434593391490538,0.10147073933986166,8.936341423609134
47,0.8401902120785658,0.09089859322450261,9.595024988126996,0.8491838067225527,0.10706631250518475,8.96995409319087,0.8434459446431871,0.10152564789846455,8.963444228175495
48,0.8402103250469448,0.09090638494274647,9.628370498921662,0.8491850623734332,0.10711739298526733,8.996478826764312,0.8434342230496769,0.10158106881852247,8.990479370193889
49,0.8402559591416853,0.09094348584338446,9.66078722946352,0.8491865231770777,0.10716764615179103,9.022922798863904,0.8434241082903957,0.10163689500851991,9.017446549203461
50,0.840312976345655,0.0909641768369171,9.693915255589884,0.8491881776820553,0.10722066151309811,9.049285857888,0.8434155361096477,0.10169302313022953,9.044345485189755
51,0.8403596418717929,0.09096260442937443,9.725921613678985,0.8491900149136118,0.10727569356356843,9.075567859690603,0.843408444053206,0.10175247534847792,9.07117591826072
52,0.8403401884702832,0.09100988195386629,9.756573447141708,0.8491920243563953,0.10732978304017063,9.101768667823794,0.843402771445712,0.10181362690634402,9.097937608312684
53,0.840356895132227,0.09095692054930946,9.787126128014043,0.849194195937729,0.1073828734439296,9.12788815378956,0.8433984593665652,0.10187484875956136,9.124630334686834
54,0.8404080936740753,0.09096489089395073,9.815283115820685,0.8491965200113962,0.10743555113050225,9.153926197300237,0.8433954506244647,0.10193604808346274,9.15125389581711
55,0.8404639830810522,0.09112237965088993,9.845270805625086,0.8491989873419301,0.10749341869785965,9.17988268654652,0.8433936897307274,0.1019971353422131,9.177808108869991
56,0.8404783224091835,0.09106342733831659,9.878093791861165,0.8492015890894125,0.10755016840765323,9.205757518471726,0.8433931228715305,0.10205950317664335,9.204292809377126
57,0.8406092996108661,0.09118456521461049,9.908077902373204,0.8492043167947542,0.10760574365540934,9.231550599051442,0.8433936978791935,0.10212525623555638,9.23070785086121
58,0.8405475990409895,0.09115534180179606,9.938685223832321,0.8492071623654387,0.10766008843111484,9.257261843577618,0.8433953642026277,0.10219069171789845,9.257053104456306
59,0.8406781966099071,0.09128686912189421,9.968245559664158,0.8492101180617551,0.10771926424603936,9.282891176945382,0.8433980728770636,0.10225572896923732,9.283328458522856
60,0.8406531701710278,0.09128036590662493,10.000347674688669,0.8492131764834573,0.10777830317913625,9.3084385339423,0.8434017764931699,0.10232029024502215,9.309533818258371
61,0.8407162277463359,0.0913630603362558,10.0285078806062,0.8492163305568834,0.10783598796370047,9.33390385953826,0.84340642916566,0.10238616672278827,9.335669105304568
62,0.8407727661515494,0.0915074505597408,10.057119028968126,0.8492195735224901,0.10789226250651412,9.359287109175257,0.8434119865014833,0.10245508311293233,9.36173425735151
63,0.8407759676502607,0.09145440571216228,10.084320175430555,0.849222898922819,0.10795290910811767,9.384588249055824,0.8434184055677034,0.10252333891655274,9.387729227739571
64,0.8408418941642775,0.09164673759330187,10.115734814683659,0.8492263005908604,0.10801384088406395,9.40980725642904,0.843425644859123,0.10259086395708256,9.413653985059964
65,0.8408444805414783,0.09160412780309703,10.142582441693396,0.8492297726388213,0.10807323411999147,9.43494411987299,0.8434336642657695,0.10265759066763115,9.439508512754257
66,0.8409715641572284,0.09176671725818786,10.170706688041845,0.8492333094472673,0.10813103272852585,9.459998839572778,0.8434424250402816,0.10272756375188563,9.465292808714064
67,0.8409466834656034,0.09177436887724144,10.201748934932244,0.8492369056546527,0.10819392065262991,9.484971427592678,0.8434518897652837,0.10279836761962197,9.49100688488094
68,0.8410723805070367,0.09194346933119805,10.229477824441242,0.8492405561472111,0.10825632113421407,9.509861908141776,0.8434620223208148,0.10286820529647032,9.516650766847652
69,0.8411328204627692,0.0920700444744378,10.256206019177535,0.8492442560491839,0.10831699386807654,9.534670317831992,0.8434727878518604,0.1029370157609619,9.542224493461113
70,0.8411096233889852,0.09204565507341173,10.286618394485007,0.8492480007134167,0.10837646182652888,9.559396705927172,0.8434841527360376,0.10300663642744953,9.567728116427746
71,0.8411633239132505,0.09226696792177054,10.312373146715938,0.8492517857122729,0.10844174275656876,9.58404113458287,0.8434960845515114,0.10307936690261965,9.593161699921618
72,0.8411735424834441,0.09226735858227073,10.34288065494262,0.8492556068288738,0.10850515855777054,9.608603679075417,0.8435085520451486,0.10315091233533209,9.61852532019633
73,0.8412598353091839,0.09249322019890831,10.369587596335764,0.8492594600486457,0.10856665280939108,9.63308442801983,0.8435215251009789,0.1032212176199592,9.643819065200667
