,R_sub,I_sub,t_sub,R_subpop,I_subpop,t_subpop,R_glob,I_glob,t_glob
0,0.8343774306061444,0.08666473360168193,7.878913215987947,0.8381519878206762,0.09883299581443082,7.213592036873927,0.8363961781565107,0.09711920585108436,7.2346355652598815
1,0.8337654773839718,0.08567782183505503,8.073396017966516,0.8381014867822971,0.09901303094252872,7.340804052673326,0.836030145040526,0.09703017878909449,7.365990038586421
2,0.8332026179415549,0.08517648542759909,8.251136594088848,0.8380533971413388,0.09919532833559647,7.468064529169691,0.8356783372505432,0.09696303692149234,7.497370774269914
3,0.8326870647611553,0.08475388238661204,8.422756085565647,0.8380076140327682,0.0993775747981854,7.595373658132828,0.8353405423267843,0.09691226273532835,7.628777887102862
4,0.8322474874801229,0.08459863636148442,8.586546651099058,0.8379640361101697,0.09955933212253731,7.722731619115503,0.8350165172614473,0.09687828675265203,7.760211478205939
5,0.8318271137111404,0.08444922934985934,8.742996150933926,0.837922565534808,0.09974053634047715,7.850138578915307,0.8347059919407928,0.09685823899556266,7.891671639693132
6,0.8314595337731926,0.08449957053335193,8.895296292434553,0.837883107951314,0.09992112845745811,7.977594691112058,0.8344086724974054,0.09685276624439694,8.023158458582477
7,0.8311015169774214,0.08469018046632242,9.049138385919923,0.8378455724516536,0.1001010541825287,8.105100095677415,0.8341242445489344,0.09685690002973538,8.154672020021106
8,0.8308365220526993,0.0849033843058153,9.195507021809918,0.8378098715288634,0.10028026366996144,8.232654918653653,0.8338523763034977,0.0968758781290358,8.286212409885081
9,0.8306251117264125,0.08502259393957275,9.289332964246372,0.8377870484262232,0.10040236826131263,8.317718977805123,0.8336779379431862,0.0968927613598774,8.373920951416782
10,0.8303635986378198,0.08523118408759073,9.433852218981118,0.8377542197313961,0.10058232928207933,8.445356406275412,0.8334262272331744,0.0969250722462991,8.505506254353207
11,0.8301239047413514,0.08541572733116012,9.577955448747527,0.8377230084467809,0.10076146943419816,8.57304351941774,0.8331861282937604,0.09696660971466095,8.637118632101448
12,0.8299272956562541,0.0854844348685729,9.71850700318029,0.8376933390111544,0.10093975129121198,8.70078039046907,0.8329572695213342,0.09701755799727085,8.768758186787505
13,0.8297297483994149,0.08545879420116259,9.856321673815664,0.8376651389514342,0.10111714087703977,8.828567078044133,0.8327392742426271,0.09707274891129769,8.900425026655123
14,0.8295405338427153,0.08547074243308261,9.993601173047976,0.837638338801674,0.10129360746400426,8.956403626137327,0.8325317628522894,0.09713629319169853,9.032119266059576
15,0.8293950724260201,0.0855058164282207,10.129762097058899,0.8376128720191639,0.10147201550074864,9.084290064169226,0.8323343547670001,0.09720634771249452,9.163841025143817
16,0.829220488111672,0.08560782739578515,10.265937777719833,0.8375886748983268,0.10164953089281617,9.212226407074821,0.8321466701983731,0.09727919228640541,9.295590429234371
17,0.8291446976511201,0.08568316082531965,10.355736520735093,0.8375732186397945,0.10176746705201162,9.297545028145738,0.8320267625945738,0.09733207774988556,9.383438787514724
18,0.8289795143375751,0.08582077258449651,10.49099421757262,0.8375510034815705,0.1019423325929561,9.425564540101599,0.831854447055431,0.09741117787089028,9.515234556425076
19,0.8288572524529998,0.0857061768124836,10.624921800243015,0.8375299013048745,0.10211616604259502,9.55363392700985,0.8316908577437043,0.09749926844417489,9.647058322803309
20,0.8287394906996857,0.08556300032875584,10.75821576108235,0.8375098580518545,0.10228895030187277,9.681753152028161,0.8315356301529546,0.09758870264185675,9.778910222267974
21,0.8286254967742159,0.08544452373684609,10.890884886385061,0.8374908220886392,0.10246324603824014,9.809922164693011,0.8313884066026311,0.09767912804847967,9.910790390153293
22,0.8285542419018683,0.08533331806109246,11.021836993537343,0.8374727441173098,0.10263673118897841,9.938140901182855,0.8312488370963985,0.09777391454973092,10.042698959978608
23,0.8284463265869666,0.0852597142507348,11.153213226781949,0.8374555770888684,0.10280911710719692,10.066409284602278,0.8311165800468124,0.09787239232184752,10.174636061858395
24,0.8283403536539806,0.08520569423343834,11.28400471660632,0.8374392761174493,0.10298039276978267,10.194727225285096,0.830991302875864,0.09797094747054443,10.306601820878244
25,0.8282840385956745,0.08517328291324927,11.37043348552278,0.8374288687236411,0.10309259394383377,10.280300000960613,0.8309115025223828,0.09803829629574766,10.394594972995689
26,0.8282209872713432,0.08513297332329324,11.498806053636484,0.8374139170429785,0.10326108502571045,10.408700304156072,0.8307971453857463,0.09813866747321497,10.526608753055909
27,0.8281591310780596,0.08510883968678111,11.626443044238465,0.8373997216632998,0.10342889359879079,10.537149865542364,0.8306889286664848,0.09824014903517037,10.65865148686317
28,0.8280982397914056,0.08509763397922916,11.753373301891967,0.8373862449222469,0.1035977854586947,10.665648551459642,0.830586556210425,0.09834584138171017,10.790723267251963
29,0.8280381239090093,0.08509767225335173,11.879626345899526,0.8373734509426817,0.10376552368874474,10.79419621707224,0.8304897423131462,0.09845047127575737,10.922824174659734
30,0.8279786278312572,0.0851073671204189,12.005231096523582,0.8373613055573782,0.10393210461198937,10.922792706736647,0.8303982117941409,0.09855381170888282,11.054954275704823
31,0.8279196226187615,0.08512520819662395,12.130214908067218,0.8373497762359089,0.10409752572913057,11.051437854374827,0.830311700007009,0.09865833860526885,11.187113621850209
32,0.8278610012635245,0.08514974989448436,12.254602730591294,0.8373388320137836,0.10426178563118055,11.1801314838514,0.8302299527933444,0.09876528153183577,11.319302248161717
33,0.8278487878399623,0.08516467923011004,12.335714175407128,0.8373318463096148,0.10436871379222468,11.265954079817497,0.8301779808342465,0.09883432670964026,11.40744427520513
